Symbol,Date,Close,High,Low,Open,Volume,Difference
MSFT,2021-12-01,330.0799865722656,339.2799987792969,329.3900146484375,335.1300048828125,33337600,
MSFT,2021-12-02,329.489990234375,333.489990234375,327.79998779296875,330.29998779296875,30766000,-0.589996337890625
MSFT,2021-12-03,323.010009765625,332.70001220703125,318.0299987792969,331.989990234375,41779300,-6.47998046875
MSFT,2021-12-06,326.19000244140625,327.45001220703125,319.2300109863281,323.95001220703125,30032600,3.17999267578125
MSFT,2021-12-07,334.9200134277344,335.79998779296875,330.1000061035156,331.6400146484375,31021900,8.730010986328125
MSFT,2021-12-08,334.9700012207031,335.5,330.79998779296875,335.3099975585937,24761000,0.04998779296875
MSFT,2021-12-09,333.1000061035156,336.489990234375,332.1199951171875,334.4100036621094,22214200,-1.8699951171875
MSFT,2021-12-10,342.5400085449219,343.0,334.7900085449219,334.9800109863281,38095700,9.44000244140625
MSFT,2021-12-13,339.3999938964844,343.7900085449219,339.0799865722656,340.67999267578125,28899400,-3.1400146484375
MSFT,2021-12-14,328.3399963378906,334.6400146484375,324.1099853515625,333.2200012207031,44438700,-11.05999755859375
MSFT,2021-12-15,334.6499938964844,335.19000244140625,324.5,328.6099853515625,35381100,6.30999755859375
MSFT,2021-12-16,324.8999938964844,336.760009765625,323.0199890136719,335.7099914550781,35034800,-9.75
MSFT,2021-12-17,323.79998779296875,324.9200134277344,317.25,320.8800048828125,47750300,-1.100006103515625
MSFT,2021-12-20,319.9100036621094,322.79998779296875,317.57000732421875,320.04998779296875,28326500,-3.889984130859375
MSFT,2021-12-21,327.2900085449219,327.7300109863281,319.79998779296875,323.2900085449219,24740600,7.3800048828125
MSFT,2021-12-22,333.20001220703125,333.6099853515625,325.75,328.29998779296875,24831500,5.910003662109375
MSFT,2021-12-23,334.69000244140625,336.3900146484375,332.7300109863281,332.75,19617800,1.489990234375
MSFT,2021-12-27,342.45001220703125,342.4800109863281,335.42999267578125,335.4599914550781,19947000,7.760009765625
MSFT,2021-12-28,341.25,343.8099975585937,340.32000732421875,343.1499938964844,15661500,-1.20001220703125
MSFT,2021-12-29,341.95001220703125,344.29998779296875,339.67999267578125,341.29998779296875,15042000,0.70001220703125
MSFT,2021-12-30,339.32000732421875,343.1300048828125,338.82000732421875,341.9100036621094,15994500,-2.6300048828125
MSFT,2021-12-31,336.32000732421875,339.3599853515625,335.8500061035156,338.510009765625,18000800,-3.0
MSFT,2022-01-03,334.75,338.0,329.7799987792969,335.3500061035156,28865100,-1.57000732421875
MSFT,2022-01-04,329.010009765625,335.20001220703125,326.1199951171875,334.8299865722656,32674300,-5.739990234375
MSFT,2022-01-05,316.3800048828125,326.07000732421875,315.9800109863281,325.8599853515625,40054300,-12.6300048828125
MSFT,2022-01-06,313.8800048828125,318.70001220703125,311.489990234375,313.1499938964844,39646100,-2.5
MSFT,2022-01-07,314.0400085449219,316.5,310.0899963378906,314.1499938964844,32720000,0.160003662109375
MSFT,2022-01-10,314.2699890136719,314.7200012207031,304.69000244140625,309.489990234375,44289500,0.22998046875
MSFT,2022-01-11,314.9800109863281,316.6099853515625,309.8900146484375,313.3800048828125,29386800,0.71002197265625
MSFT,2022-01-12,318.2699890136719,323.4100036621094,317.0799865722656,319.6700134277344,34372200,3.28997802734375
MSFT,2022-01-13,304.79998779296875,320.8800048828125,304.0,320.4700012207031,45366000,-13.470001220703125
MSFT,2022-01-14,310.20001220703125,310.82000732421875,303.75,304.25,39846400,5.4000244140625
MSFT,2022-01-18,302.6499938964844,309.79998779296875,301.739990234375,304.07000732421875,42333200,-7.550018310546875
MSFT,2022-01-19,303.3299865722656,313.9100036621094,302.70001220703125,306.2900085449219,45933900,0.67999267578125
MSFT,2022-01-20,301.6000061035156,311.6499938964844,301.1400146484375,309.07000732421875,35380700,-1.72998046875
MSFT,2022-01-21,296.0299987792969,304.1099853515625,295.6099853515625,302.69000244140625,57984400,-5.57000732421875
MSFT,2022-01-24,296.3699951171875,297.1099853515625,276.04998779296875,292.20001220703125,85731500,0.339996337890625
MSFT,2022-01-25,288.489990234375,294.989990234375,285.1700134277344,291.5199890136719,72848600,-7.8800048828125
MSFT,2022-01-26,296.7099914550781,308.5,293.0299987792969,307.989990234375,90428900,8.220001220703125
MSFT,2022-01-27,299.8399963378906,307.29998779296875,297.92999267578125,302.6600036621094,53481300,3.1300048828125
MSFT,2022-01-28,308.260009765625,308.4800109863281,294.45001220703125,300.2300109863281,49743700,8.420013427734375
MSFT,2022-01-31,310.9800109863281,312.3800048828125,306.3699951171875,308.95001220703125,46444500,2.720001220703125
MSFT,2022-02-01,308.760009765625,310.6300048828125,305.1300048828125,310.4100036621094,40950400,-2.220001220703125
MSFT,2022-02-02,313.4599914550781,315.1199951171875,308.8800048828125,309.6300048828125,36636000,4.699981689453125
MSFT,2022-02-03,301.25,311.2300109863281,299.9599914550781,309.489990234375,43730000,-12.209991455078125
MSFT,2022-02-04,305.94000244140625,308.79998779296875,299.9700012207031,300.2099914550781,35096500,4.69000244140625
MSFT,2022-02-07,300.95001220703125,307.8399963378906,299.8999938964844,306.1700134277344,28533300,-4.989990234375
MSFT,2022-02-08,304.5599975585937,305.5599975585937,299.95001220703125,301.25,32421200,3.609985351562443
MSFT,2022-02-09,311.2099914550781,311.92999267578125,307.3900146484375,309.8699951171875,31284700,6.649993896484432
MSFT,2022-02-10,302.3800048828125,309.1199951171875,300.70001220703125,304.0400085449219,45386200,-8.829986572265625
MSFT,2022-02-11,295.0400085449219,304.2900085449219,294.2200012207031,303.19000244140625,39175600,-7.339996337890625
MSFT,2022-02-14,295.0,296.760009765625,291.3500061035156,293.7699890136719,36359500,-0.040008544921875
MSFT,2022-02-15,300.4700012207031,300.79998779296875,297.0199890136719,300.010009765625,27058300,5.470001220703125
MSFT,2022-02-16,299.5,300.8699951171875,293.67999267578125,298.3699951171875,29982100,-0.970001220703125
MSFT,2022-02-17,290.7300109863281,296.79998779296875,290.0,296.3599853515625,32461600,-8.769989013671875
MSFT,2022-02-18,287.92999267578125,293.8599853515625,286.3099975585937,293.04998779296875,34264000,-2.800018310546875
MSFT,2022-02-22,287.7200012207031,291.5400085449219,284.5,285.0,41736100,-0.209991455078125
MSFT,2022-02-23,280.2699890136719,291.70001220703125,280.1000061035156,290.17999267578125,37811200,-7.45001220703125
MSFT,2022-02-24,294.5899963378906,295.1600036621094,271.5199890136719,272.510009765625,56989700,14.32000732421875
MSFT,2022-02-25,297.3099975585937,297.6300048828125,291.6499938964844,295.1400146484375,32546700,2.720001220703068
MSFT,2022-02-28,298.7900085449219,299.1400146484375,293.0,294.3099975585937,34627500,1.4800109863281818
MSFT,2022-03-01,294.95001220703125,299.9700012207031,292.1499938964844,296.3999938964844,31217800,-3.839996337890625
MSFT,2022-03-02,300.19000244140625,301.4700012207031,293.70001220703125,295.3599853515625,31873000,5.239990234375
MSFT,2022-03-03,295.9200134277344,303.1300048828125,294.04998779296875,302.8900146484375,27314500,-4.269989013671875
MSFT,2022-03-04,289.8599853515625,295.6600036621094,287.1700134277344,294.2900085449219,32356500,-6.060028076171875
MSFT,2022-03-07,278.9100036621094,289.69000244140625,278.5299987792969,288.5299987792969,43157200,-10.949981689453125
MSFT,2022-03-08,275.8500061035156,283.9599914550781,270.0,277.79998779296875,48159500,-3.05999755859375
MSFT,2022-03-09,288.5,289.6000061035156,280.7799987792969,283.44000244140625,35204500,12.649993896484375
MSFT,2022-03-10,285.5899963378906,286.6000061035156,280.5799865722656,283.0199890136719,30628000,-2.910003662109375
MSFT,2022-03-11,280.07000732421875,289.510009765625,279.42999267578125,287.9599914550781,27209300,-5.519989013671875
MSFT,2022-03-14,276.44000244140625,285.3999938964844,275.82000732421875,280.3399963378906,30660700,-3.6300048828125
MSFT,2022-03-15,287.1499938964844,287.82000732421875,278.7300109863281,280.3500061035156,34245100,10.709991455078125
MSFT,2022-03-16,294.3900146484375,294.57000732421875,283.20001220703125,289.1099853515625,37826300,7.240020751953125
MSFT,2022-03-17,295.2200012207031,295.6099853515625,289.3699951171875,293.2900085449219,30816600,0.829986572265625
MSFT,2022-03-18,300.42999267578125,301.0,292.7300109863281,295.3699951171875,43390600,5.209991455078125
MSFT,2022-03-21,299.1600036621094,300.1400146484375,294.8999938964844,298.8900146484375,28351200,-1.269989013671875
MSFT,2022-03-22,304.0599975585937,305.0,298.7699890136719,299.79998779296875,27599700,4.899993896484318
MSFT,2022-03-23,299.489990234375,303.2300109863281,297.7200012207031,300.510009765625,25715400,-4.570007324218693
MSFT,2022-03-24,304.1000061035156,304.20001220703125,298.32000732421875,299.1400146484375,24484500,4.610015869140625
MSFT,2022-03-25,303.67999267578125,305.5,299.2900085449219,305.2300109863281,22566500,-0.420013427734375
MSFT,2022-03-28,310.70001220703125,310.79998779296875,304.3299865722656,304.3299865722656,29578200,7.02001953125
MSFT,2022-03-29,315.4100036621094,315.82000732421875,309.04998779296875,313.9100036621094,30393400,4.709991455078125
MSFT,2022-03-30,313.8599853515625,315.95001220703125,311.5799865722656,313.760009765625,28163600,-1.550018310546875
MSFT,2022-03-31,308.3099975585937,315.1400146484375,307.8900146484375,313.8999938964844,33422100,-5.549987792968807
MSFT,2022-04-01,309.4200134277344,310.1300048828125,305.5400085449219,309.3699951171875,27110500,1.1100158691406818
MSFT,2022-04-04,314.9700012207031,315.1099853515625,309.7099914550781,310.0899963378906,24289600,5.54998779296875
MSFT,2022-04-05,310.8800048828125,314.8699951171875,309.8699951171875,313.2699890136719,23156700,-4.089996337890625
MSFT,2022-04-06,299.5,307.0,296.7099914550781,305.19000244140625,40110400,-11.3800048828125
MSFT,2022-04-07,301.3699951171875,303.6499938964844,296.3500061035156,296.6600036621094,31411200,1.8699951171875
MSFT,2022-04-08,296.9700012207031,301.1199951171875,296.2799987792969,300.44000244140625,24361900,-4.399993896484375
MSFT,2022-04-11,285.260009765625,292.6099853515625,285.0,291.7900085449219,34569300,-11.709991455078125
MSFT,2022-04-12,282.0599975585937,290.739990234375,280.489990234375,289.239990234375,30966700,-3.200012207031307
MSFT,2022-04-13,287.6199951171875,288.5799865722656,281.29998779296875,282.7300109863281,21907200,5.559997558593807
MSFT,2022-04-14,279.8299865722656,288.3099975585937,279.32000732421875,288.0899963378906,28221600,-7.790008544921875
MSFT,2022-04-18,280.5199890136719,282.4599914550781,278.3399963378906,278.9100036621094,20778000,0.69000244140625
MSFT,2022-04-19,285.29998779296875,286.1700134277344,278.4100036621094,279.3800048828125,22297700,4.779998779296875
MSFT,2022-04-20,286.3599853515625,289.70001220703125,285.3699951171875,289.3999938964844,22906700,1.05999755859375
MSFT,2022-04-21,280.8099975585937,293.29998779296875,280.0599975585937,288.5799865722656,29454600,-5.549987792968807
MSFT,2022-04-22,274.0299987792969,283.20001220703125,273.3800048828125,281.67999267578125,29405800,-6.779998779296818
MSFT,2022-04-25,280.7200012207031,281.1099853515625,270.7699890136719,273.2900085449219,35678900,6.69000244140625
MSFT,2022-04-26,270.2200012207031,278.3599853515625,270.0,277.5,46518400,-10.5
MSFT,2022-04-27,283.2200012207031,290.9700012207031,279.1600036621094,282.1000061035156,63477700,13.0
MSFT,2022-04-28,289.6300048828125,290.9800109863281,281.4599914550781,285.19000244140625,33646600,6.410003662109375
MSFT,2022-04-29,277.5199890136719,289.8800048828125,276.5,288.6099853515625,37073900,-12.110015869140625
MSFT,2022-05-02,284.4700012207031,284.94000244140625,276.2200012207031,277.7099914550781,35151100,6.95001220703125
MSFT,2022-05-03,281.7799987792969,284.1300048828125,280.1499938964844,283.9599914550781,25978600,-2.69000244140625
MSFT,2022-05-04,289.9800109863281,290.8800048828125,276.7300109863281,282.5899963378906,33599300,8.20001220703125
MSFT,2022-05-05,277.3500061035156,286.3500061035156,274.3399963378906,285.5400085449219,43260400,-12.6300048828125
MSFT,2022-05-06,274.7300109863281,279.25,271.2699890136719,274.8099975585937,37780300,-2.6199951171875
MSFT,2022-05-09,264.5799865722656,272.3599853515625,263.32000732421875,270.0599975585937,47726000,-10.1500244140625
MSFT,2022-05-10,269.5,273.75,265.07000732421875,271.69000244140625,39336400,4.920013427734375
MSFT,2022-05-11,260.54998779296875,271.3599853515625,259.29998779296875,265.67999267578125,48975900,-8.95001220703125
MSFT,2022-05-12,255.3500061035156,259.8800048828125,250.0200042724609,257.69000244140625,51033800,-5.199981689453153
MSFT,2022-05-13,261.1199951171875,263.0400085449219,255.3500061035156,257.3500061035156,34925100,5.769989013671903
MSFT,2022-05-16,261.5,265.82000732421875,255.77999877929688,259.9599914550781,32550900,0.3800048828125
MSFT,2022-05-17,266.82000732421875,268.3299865722656,262.4599914550781,266.1099853515625,28828800,5.32000732421875
MSFT,2022-05-18,254.0800018310547,263.6000061035156,252.7700042724609,263.0,31356000,-12.740005493164062
MSFT,2022-05-19,253.13999938964844,257.6700134277344,251.8800048828125,253.8999938964844,32692300,-0.94000244140625
MSFT,2022-05-20,252.55999755859372,258.5400085449219,246.44000244140625,257.239990234375,39199300,-0.5800018310547159
MSFT,2022-05-23,260.6499938964844,261.5,253.42999267578125,255.4900054931641,33175400,8.089996337890653
MSFT,2022-05-24,259.6199951171875,261.3299865722656,253.5,257.8900146484375,29043900,-1.029998779296875
MSFT,2022-05-25,262.5199890136719,264.5799865722656,257.1300048828125,258.1400146484375,28547900,2.899993896484375
MSFT,2022-05-26,265.8999938964844,267.1099853515625,261.42999267578125,262.2699890136719,25002100,3.3800048828125
MSFT,2022-05-27,273.239990234375,273.3399963378906,267.5599975585937,268.4800109863281,26910800,7.339996337890625
MSFT,2022-05-31,271.8699951171875,274.7699890136719,268.92999267578125,272.5299987792969,37827700,-1.3699951171875
MSFT,2022-06-01,272.4200134277344,277.69000244140625,270.0400085449219,275.20001220703125,25292200,0.550018310546875
MSFT,2022-06-02,274.5799865722656,274.6499938964844,261.6000061035156,264.45001220703125,44008200,2.15997314453125
MSFT,2022-06-03,270.0199890136719,273.45001220703125,268.4100036621094,270.3099975585937,28059000,-4.55999755859375
MSFT,2022-06-06,268.75,274.17999267578125,267.2200012207031,272.0599975585937,22400300,-1.269989013671875
MSFT,2022-06-07,272.5,273.1300048828125,265.94000244140625,266.6400146484375,22860700,3.75
MSFT,2022-06-08,270.4100036621094,273.0,269.6099853515625,271.7099914550781,17372300,-2.089996337890625
MSFT,2022-06-09,264.7900085449219,272.7099914550781,264.6300048828125,267.7799987792969,26439700,-5.6199951171875
MSFT,2022-06-10,252.9900054931641,260.5799865722656,252.52999877929688,260.5799865722656,31422800,-11.800003051757784
MSFT,2022-06-13,242.25999450683597,249.0200042724609,241.52999877929688,245.1100006103516,46135800,-10.730010986328125
MSFT,2022-06-14,244.4900054931641,245.7400054931641,241.50999450683597,243.8600006103516,28651500,2.230010986328125
MSFT,2022-06-15,251.75999450683597,255.3000030517578,246.4199981689453,248.30999755859372,33111700,7.269989013671875
MSFT,2022-06-16,244.97000122070312,247.4199981689453,243.0200042724609,245.97999572753903,33169200,-6.789993286132841
MSFT,2022-06-17,247.6499938964844,250.5,244.02999877929688,244.6999969482422,43084800,2.6799926757812784
